,Unnamed: 0,categories,contains_ads,downloads_and_revenue,has_iap,installs,most_popular_country,name,android,price,publisher_country,publisher_name,rating,rating_breakdown,rating_count,revenue,downloads,one_star,two_star,three_star,four_star,five_star,ios,one_star_1,three_star_3,four_star_4,five_star_5,two_star_2,overall_rating,categories_Action,categories_Adventure,categories_Arcade,categories_Board,categories_Card,categories_Casino,categories_Casual,categories_Other,categories_Puzzle,categories_Role Playing,categories_Simulation,categories_Sports,categories_Strategy,revenue_club,revenue_clubx10,log_revenue,Free_Pay
1182,1182,Action,1.0,"{'downloads': '2m', 'revenue': '$200k', 'revenueBreakdown': {'US': 0.3, 'AU': 0.04, 'CA': 0.04, 'FR': 0.08, 'DE': 0.06, 'GB': 0.04, 'JP': 0.21, 'KR': 0.04, 'ES': 0.01, 'HK': 0.03, 'NL': 0.02, 'TW': 0.03, 'Other': 0.12}, 'downloadBreakdown': {'US': 0.16, 'AU': 0.01, 'BR': 0.07, 'CA': 0.02, 'FR': 0.07, 'DE': 0.05, 'GB': 0.03, 'JP': 0.08, 'KR': 0.05, 'MX': 0.05, 'ES': 0.05, 'IT': 0.04, 'AR': 0.02, 'CL': 0.02, 'IN': 0.05, 'ID': 0.01, 'TW': 0.02, 'Other': 0.17}}",1,1000000.0,US,Pokémon Rumble Rush,1.0,0.0,Japan,The Pokemon Company,3.7049868,"[4791, 2205, 3232, 4165, 13721]",28114.0,200000,2000000,4791,2205,3232,4165,13721,0.0,0.17041331720850822,0.34488155367432594,0.5925873230419009,2.4402432951554385,0.15686135021697376,3.7049868392971472,1,0,0,0,0,0,0,0,0,0,0,0,0,3,1000,12.206072645530176,0
1183,1183,Strategy,0.0,"{'downloads': '< 5k', 'revenue': '< $5k', 'revenueBreakdown': {'US': 0.32, 'AU': 0.03, 'BR': 0.04, 'CA': 0.04, 'FR': 0.03, 'DE': 0.06, 'GB': 0.05, 'JP': 0.01, 'MX': 0.05, 'ES': 0.02, 'IT': 0.02, 'AT': 0.02, 'BE': 0.01, 'ID': 0.01, 'MY': 0.02, 'NL': 0.02, 'PL': 0.02, 'SG': 0.02, 'CH': 0.01, 'TW': 0.02, 'TH': 0.01, 'Other': 0.18}, 'downloadBreakdown': {'US': 0.4, 'AU': 0.03, 'BR': 0.05, 'CA': 0.04, 'FR': 0.02, 'DE': 0.06, 'GB': 0.06, 'MX': 0.06, 'ES': 0.01, 'IT': 0.02, 'RU': 0.02, 'AT': 0.01, 'BE': 0.01, 'ID': 0.02, 'PL': 0.02, 'Other': 0.16}}",1,10000.0,US,Papa's Hot Doggeria To Go!,1.0,1.99,US,Flipline Studios,4.4801864999999985,"[32, 5, 19, 42, 331]",429.0,5000,5000,32,5,19,42,331,0.0,0.07459207459207459,0.13286713286713284,0.3916083916083916,3.8578088578088576,0.023310023310023312,4.4801864801864815,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,8.517193191416238,1
1184,1184,Casino,1.0,"{'downloads': '100k', 'revenue': '$200k', 'revenueBreakdown': {'US': 0.93, 'CA': 0.03, 'ZA': 0.02, 'Other': 0.03}, 'downloadBreakdown': {'US': 0.84, 'CA': 0.04, 'FR': 0.02, 'ZA': 0.03, 'Other': 0.08}}",1,1000000.0,US,Classic Slots: Free Casino Games & Slot Machines,1.0,0.0,China,Slots Limited,4.8153467,"[742, 300, 736, 2233, 37001]",41012.0,200000,100000,742,300,736,2233,37001,0.0,0.01809226567833805,0.053837901102116455,0.2177899151467863,4.510996781429825,0.014629864429922947,4.815346727786988,0,0,0,0,0,1,0,0,0,0,0,0,0,3,1000,12.206072645530176,0
1185,1185,Arcade,1.0,"{'downloads': '2m', 'revenue': '$10k', 'revenueBreakdown': {'US': 0.25, 'AU': 0.02, 'BR': 0.03, 'CA': 0.03, 'FR': 0.02, 'DE': 0.06, 'GB': 0.07, 'KR': 0.02, 'MX': 0.04, 'ES': 0.02, 'IT': 0.03, 'RU': 0.1, 'AT': 0.01, 'PL': 0.02, 'SA': 0.01, 'TW': 0.02, 'TR': 0.04, 'UA': 0.02, 'Other': 0.18}, 'downloadBreakdown': {'US': 0.08, 'BR': 0.09, 'DE': 0.02, 'MX': 0.09, 'ES': 0.02, 'IT': 0.01, 'RU': 0.12, 'AR': 0.03, 'CL': 0.02, 'CO': 0.02, 'IN': 0.07, 'KZ': 0.02, 'PL': 0.02, 'TR': 0.13, 'UA': 0.04, 'Other': 0.22}}",1,100000000.0,TR,Red Ball 4,1.0,0.0,Germany,FDG Entertainment GmbH & Co.KG,4.451454599999999,"[113810, 38915, 93856, 197801, 1301140]",1745522.0,10000,2000000,113810,38915,93856,197801,1301140,0.0,0.06520112608148164,0.16130876608831055,0.4532764410875371,3.7270799222238393,0.044588381011525485,4.451454636492693,0,0,1,0,0,0,0,0,0,0,0,0,0,2,100,9.210340371976184,0
1186,1186,Arcade,0.0,"{'downloads': '< 5k', 'revenue': '< $5k', 'revenueBreakdown': {'US': 0.34, 'AU': 0.04, 'CA': 0.05, 'FR': 0.02, 'DE': 0.13, 'GB': 0.09, 'KR': 0.02, 'MX': 0.03, 'ES': 0.02, 'IT': 0.04, 'RU': 0.02, 'AT': 0.02, 'NL': 0.01, 'SE': 0.02, 'CH': 0.03, 'Other': 0.13}, 'downloadBreakdown': {'US': 0.38, 'AU': 0.03, 'CA': 0.05, 'FR': 0.02, 'DE': 0.12, 'GB': 0.09, 'MX': 0.03, 'ES': 0.02, 'IT': 0.03, 'RU': 0.03, 'SE': 0.01, 'Other': 0.19}}",0,500000.0,US,The Impossible Game,1.0,0.99,Great Britain,FlukeDude,4.1226993,"[1914, 908, 1786, 3494, 11784]",19886.0,5000,5000,1914,908,1786,3494,11784,0.0,0.09624861711757016,0.2694357839686212,0.7028059941667505,2.9628884642462032,0.09132052700392236,4.1226993865030686,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,8.517193191416238,1
1187,1187,Board,1.0,"{'downloads': '20k', 'revenue': '$200k', 'revenueBreakdown': {'US': 0.91, 'AU': 0.02, 'CA': 0.02, 'DE': 0.02, 'Other': 0.03}, 'downloadBreakdown': {'US': 0.7, 'CA': 0.03, 'FR': 0.02, 'DE': 0.04, 'GB': 0.03, 'PK': 0.03, 'Other': 0.16}}",1,5000000.0,US,Dice With Buddies™ Free - The Fun Social Dice Game,1.0,0.0,US,Scopely,4.3420386,"[11078, 5471, 11539, 29846, 114795]",172729.0,200000,20000,11078,5471,11539,29846,114795,0.0,0.06413514812220299,0.20041220640425172,0.6911636146796427,3.322979928095456,0.06334778757475583,4.342038684876308,0,0,0,1,0,0,0,0,0,0,0,0,0,3,1000,12.206072645530176,0
1189,1189,Card,0.0,"{'downloads': '< 5k', 'revenue': '< $5k', 'revenueBreakdown': {'US': 0.15, 'AU': 0.03, 'CA': 0.05, 'FR': 0.03, 'DE': 0.03, 'GB': 0.05, 'JP': 0.05, 'KR': 0.25, 'ES': 0.02, 'IT': 0.02, 'RU': 0.01, 'AT': 0.02, 'HK': 0.02, 'NL': 0.02, 'PL': 0.01, 'SE': 0.02, 'CH': 0.01, 'TW': 0.11, 'Other': 0.08}, 'downloadBreakdown': {'US': 0.39, 'AU': 0.03, 'BR': 0.02, 'CA': 0.08, 'FR': 0.03, 'DE': 0.06, 'GB': 0.09, 'JP': 0.02, 'KR': 0.02, 'MX': 0.02, 'ES': 0.01, 'IT': 0.02, 'AT': 0.02, 'BE': 0.03, 'Other': 0.15}}",0,1000.0,US,Cat Lady - The Card Game,1.0,1.99,Great Britain,Nomad Games,4.80402,"[1, 1, 7, 18, 172]",199.0,5000,5000,1,1,7,18,172,0.0,0.005025125628140704,0.10552763819095476,0.36180904522613067,4.321608040201005,0.010050251256281407,4.8040201005025125,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,8.517193191416238,1
1190,1190,Role Playing,1.0,"{'downloads': '10k', 'revenue': '$300k', 'revenueBreakdown': {'US': 0.66, 'AU': 0.03, 'CA': 0.06, 'GB': 0.02, 'ID': 0.03, 'MY': 0.02, 'PH': 0.02, 'SG': 0.13, 'TH': 0.02, 'Other': 0.01}, 'downloadBreakdown': {'US': 0.31, 'BR': 0.04, 'CA': 0.03, 'GB': 0.04, 'MX': 0.02, 'ID': 0.14, 'MY': 0.05, 'PH': 0.12, 'SG': 0.03, 'TH': 0.13, 'VN': 0.05, 'Other': 0.04}}",1,10000000.0,US,Brave Frontier,1.0,0.0,Japan,gumi Inc.,4.405076,"[45728, 18686, 40111, 106920, 504801]",716246.0,300000,10000,45728,18686,40111,106920,504801,0.0,0.06384398656327575,0.16800512673020165,0.5971132823080338,3.5239359102878063,0.05217760378417472,4.405075909673492,0,0,0,0,0,0,0,0,0,1,0,0,0,3,1000,12.61153775363834,0
1192,1192,Arcade,0.0,"{'downloads': '< 5k', 'revenue': '$6k', 'revenueBreakdown': {'US': 0.16, 'BR': 0.04, 'FR': 0.02, 'JP': 0.1, 'KR': 0.09, 'MX': 0.24, 'ES': 0.02, 'IT': 0.06, 'HK': 0.02, 'ID': 0.02, 'MY': 0.02, 'SG': 0.01, 'TW': 0.04, 'TH': 0.02, 'Other': 0.15}, 'downloadBreakdown': {'US': 0.2, 'BR': 0.04, 'FR': 0.02, 'DE': 0.01, 'GB': 0.01, 'JP': 0.06, 'KR': 0.06, 'MX': 0.27, 'ES': 0.01, 'IT': 0.06, 'ID': 0.02, 'TH': 0.02, 'Other': 0.21}}",0,100000.0,MX,METAL SLUG 3,1.0,2.99,Japan,SNK CORPORATION,3.7315366,"[2899, 761, 1244, 2131, 7548]",14583.0,6000,5000,2899,761,1244,2131,7548,0.0,0.1987931152712062,0.2559144209010492,0.5845162175135432,2.587944867311253,0.10436809984228212,3.731536720839333,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,8.699514748210191,1
1193,1193,Role Playing,0.0,"{'downloads': '90k', 'revenue': '$1m', 'revenueBreakdown': {'US': 0.2, 'HK': 0.11, 'MY': 0.09, 'SG': 0.03, 'TW': 0.55, 'Other': 0.03}, 'downloadBreakdown': {'HK': 0.08, 'ID': 0.03, 'MY': 0.23, 'SG': 0.02, 'TW': 0.59, 'Other': 0.05}}",1,100000.0,TW,御灵绘卷,1.0,0.0,Singapore,EYOUGAME (DA),4.435097,"[1021, 446, 2130, 3983, 16610]",24190.0,1000000,90000,1021,446,2130,3983,16610,0.0,0.04220752377015296,0.2641587432823481,0.6586192641587433,3.433236874741629,0.03687474162877222,4.4350971475816445,0,0,0,0,0,0,0,0,0,1,0,0,0,4,10000,13.815510557964275,0
1194,1194,Puzzle,1.0,"{'downloads': '2m', 'revenue': '< $5k', 'revenueBreakdown': {'US': 0.32, 'AU': 0.03, 'BR': 0.03, 'CA': 0.02, 'DE': 0.02, 'GB': 0.03, 'JP': 0.03, 'KR': 0.03, 'MX': 0.02, 'CL': 0.01, 'HK': 0.02, 'IN': 0.1, 'ID': 0.02, 'MY': 0.03, 'SA': 0.02, 'TW': 0.05, 'TH': 0.04, 'Other': 0.17}, 'downloadBreakdown': {'US': 0.09, 'BR': 0.09, 'FR': 0.01, 'DE': 0.02, 'GB': 0.02, 'MX': 0.05, 'IT': 0.02, 'RU': 0.04, 'AR': 0.03, 'CL': 0.02, 'CO': 0.02, 'EG': 0.02, 'IN': 0.12, 'ID': 0.05, 'MY': 0.01, 'PK': 0.01, 'PH': 0.03, 'PL': 0.01, 'TH': 0.04, 'TR': 0.03, 'UA': 0.02, 'VN': 0.05, 'Other': 0.2}}",1,50000000.0,IN,Find The Differences - The Detective,1.0,0.0,Hong Kong,10P STUDIO,4.433981,"[40660, 8401, 18140, 29574, 351438]",448213.0,5000,2000000,40660,8401,18140,29574,351438,0.0,0.09071579806922156,0.12141548772570185,0.2639280877618454,3.9204351502522234,0.03748664139594345,4.433981165204936,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,8.517193191416238,0
1195,1195,Role Playing,0.0,"{'downloads': '< 5k', 'revenue': '$5k', 'revenueBreakdown': {'US': 0.18, 'AU': 0.02, 'CA': 0.03, 'FR': 0.03, 'DE': 0.04, 'GB': 0.02, 'JP': 0.47, 'KR': 0.04, 'TW': 0.03, 'TH': 0.02, 'Other': 0.13}, 'downloadBreakdown': {'US': 0.25, 'AU': 0.02, 'BR': 0.02, 'CA': 0.04, 'FR': 0.03, 'DE': 0.06, 'GB': 0.03, 'JP': 0.26, 'KR': 0.03, 'MX': 0.02, 'ID': 0.02, 'NL': 0.02, 'TW': 0.02, 'TH': 0.01, 'Other': 0.18}}",0,10000.0,JP,Adventures of Mana,1.0,6.99,Japan,"SQUARE ENIX Co.,Ltd.",3.9699812,"[229, 81, 118, 252, 919]",1599.0,5000,5000,229,81,118,252,919,0.0,0.1432145090681676,0.22138836772983114,0.6303939962476548,2.873671044402752,0.10131332082551596,3.9699812382739217,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,8.517193191416238,1
1196,1196,Puzzle,1.0,"{'downloads': '70k', 'revenue': '$600k', 'revenueBreakdown': {'US': 0.49, 'AU': 0.02, 'CA': 0.03, 'FR': 0.05, 'DE': 0.13, 'GB': 0.06, 'JP': 0.07, 'IT': 0.01, 'AT': 0.02, 'CH': 0.02, 'TW': 0.01, 'Other': 0.08}, 'downloadBreakdown': {'US': 0.26, 'AU': 0.01, 'BR': 0.03, 'CA': 0.03, 'FR': 0.09, 'DE': 0.13, 'GB': 0.06, 'ES': 0.03, 'IT': 0.04, 'RU': 0.04, 'AT': 0.01, 'TW': 0.02, 'Other': 0.25}}",1,5000000.0,US,Mahjong Treasure Quest,1.0,0.0,Cyprus,VIZOR APPS LTD.,4.5730900000000005,"[4259, 2253, 12200, 51614, 163468]",233794.0,600000,70000,4259,2253,12200,51614,163468,0.0,0.01821689179363029,0.15654807223453127,0.8830680000342181,3.4959836437205403,0.01927337741772672,4.573089985200647,0,0,0,0,0,0,0,0,1,0,0,0,0,3,1000,13.304684934198285,0
1197,1197,Action,1.0,"{'downloads': '1m', 'revenue': '$600k', 'revenueBreakdown': {'US': 0.41, 'AU': 0.02, 'BR': 0.02, 'CA': 0.03, 'FR': 0.02, 'DE': 0.08, 'GB': 0.04, 'JP': 0.07, 'KR': 0.1, 'MX': 0.02, 'RU': 0.01, 'Other': 0.19}, 'downloadBreakdown': {'US': 0.19, 'BR': 0.09, 'FR': 0.02, 'DE': 0.04, 'GB': 0.02, 'JP': 0.01, 'KR': 0.05, 'MX': 0.08, 'ES': 0.02, 'IT': 0.01, 'RU': 0.07, 'AR': 0.01, 'CL': 0.02, 'CO': 0.01, 'ID': 0.01, 'PH': 0.02, 'PL': 0.02, 'SA': 0.01, 'TH': 0.04, 'TR': 0.03, 'UA': 0.01, 'VN': 0.03, 'Other': 0.16}}",1,50000000.0,US,Pixel Gun 3D: FPS Shooter & Battle Royale,1.0,0.0,Cyprus,Pixel Gun 3D,4.4928370000000015,"[364760, 102725, 215115, 397115, 4036111]",5115826.0,600000,1000000,364760,102725,215115,397115,4036111,0.0,0.07130031396689411,0.12614678450752626,0.3104992233903186,3.9447305283643344,0.040159692686967854,4.4928365429160415,1,0,0,0,0,0,0,0,0,0,0,0,0,3,1000,13.304684934198285,0
1198,1198,Strategy,0.0,"{'downloads': '< 5k', 'revenue': '< $5k', 'revenueBreakdown': {'US': 0.23, 'AU': 0.02, 'BR': 0.07, 'CA': 0.04, 'FR': 0.06, 'DE': 0.15, 'GB': 0.05, 'JP': 0.04, 'KR': 0.03, 'ES': 0.02, 'IT': 0.02, 'RU': 0.04, 'AT': 0.02, 'PL': 0.02, 'CH': 0.02, 'Other': 0.18}, 'downloadBreakdown': {'US': 0.25, 'AU': 0.02, 'BR': 0.08, 'CA': 0.04, 'FR': 0.04, 'DE': 0.15, 'GB': 0.05, 'KR': 0.02, 'MX': 0.01, 'ES': 0.01, 'IT': 0.02, 'RU': 0.06, 'AT': 0.02, 'PL': 0.02, 'CH': 0.01, 'Other': 0.2}}",0,100000.0,US,Punch Club - Fighting Tycoon,1.0,4.99,US,tinyBuild,4.1692224,"[556, 261, 404, 790, 3532]",5543.0,5000,5000,556,261,404,790,3532,0.0,0.1003066931264658,0.21865415839797944,0.5700883997835108,3.1860003608154432,0.09417283059714956,4.1692224427205495,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,8.517193191416238,1
1200,1200,Arcade,1.0,"{'downloads': '900k', 'revenue': '< $5k', 'revenueBreakdown': {'US': 0.35, 'AU': 0.03, 'BR': 0.02, 'CA': 0.05, 'FR': 0.03, 'DE': 0.08, 'GB': 0.1, 'MX': 0.03, 'ES': 0.02, 'IT': 0.03, 'AT': 0.02, 'BE': 0.02, 'NL': 0.04, 'NO': 0.02, 'PL': 0.03, 'CH': 0.02, 'Other': 0.11}, 'downloadBreakdown': {'US': 0.14, 'BR': 0.09, 'FR': 0.03, 'DE': 0.04, 'GB': 0.03, 'MX': 0.07, 'ES': 0.03, 'IT': 0.03, 'AR': 0.03, 'CL': 0.03, 'CO': 0.04, 'EG': 0.01, 'IN': 0.04, 'NL': 0.01, 'PK': 0.02, 'PH': 0.03, 'PL': 0.04, 'RO': 0.02, 'TR': 0.03, 'Other': 0.26}}",1,10000000.0,US,Color Switch,1.0,0.0,US,Color Switch Phoenix LLC,4.4463620000000015,"[13534, 3704, 10385, 22376, 145786]",195785.0,5000,900000,13534,3704,10385,22376,145786,0.0,0.06912684832852363,0.15912863600377966,0.45715453175677395,3.723114641060347,0.03783742370457389,4.446362080853998,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,8.517193191416238,0
1202,1202,Adventure,1.0,"{'downloads': '400k', 'revenue': '$400k', 'revenueBreakdown': {'US': 0.54, 'AU': 0.04, 'CA': 0.03, 'FR': 0.04, 'DE': 0.08, 'GB': 0.09, 'Other': 0.17}, 'downloadBreakdown': {'US': 0.18, 'BR': 0.08, 'CA': 0.02, 'FR': 0.04, 'DE': 0.05, 'GB': 0.05, 'MX': 0.03, 'ES': 0.02, 'IT': 0.03, 'RU': 0.03, 'IN': 0.1, 'ID': 0.03, 'PH': 0.02, 'PL': 0.02, 'TH': 0.01, 'TR': 0.04, 'UA': 0.01, 'Other': 0.25}}",1,10000000.0,US,Diggy's Adventure: Escape this 2D Mine Maze Puzzle,1.0,0.0,Slovakia,Pixel Federation,4.5753956,"[10228, 3326, 13664, 65565, 245845]",338628.0,400000,400000,10228,3326,13664,65565,245845,0.0,0.03020423591669915,0.1210531911123711,0.7744781884545874,3.630015828578853,0.01964397509951924,4.575395419162032,0,1,0,0,0,0,0,0,0,0,0,0,0,3,1000,12.89921982609012,0
1203,1203,Simulation,1.0,"{'downloads': '100k', 'revenue': '< $5k', 'revenueBreakdown': {'US': 0.57, 'CA': 0.05, 'FR': 0.02, 'DE': 0.04, 'JP': 0.06, 'KR': 0.02, 'RU': 0.04, 'AT': 0.02, 'SG': 0.06, 'ZA': 0.03, 'Other': 0.09}, 'downloadBreakdown': {'US': 0.14, 'BR': 0.02, 'FR': 0.02, 'DE': 0.02, 'ES': 0.03, 'IT': 0.02, 'RU': 0.38, 'IN': 0.02, 'PL': 0.02, 'SA': 0.05, 'ZA': 0.02, 'VN': 0.02, 'Other': 0.24}}",1,500000.0,RU,Ragdoll Dismounting,1.0,0.0,Vietnam,Vicenter Game,4.614376999999998,"[524, 164, 321, 450, 8084]",9543.0,5000,100000,524,164,321,450,8084,0.0,0.05490935764434664,0.1009116629990569,0.18861993083935868,4.235565335848266,0.034370742952949805,4.614377030283978,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,8.517193191416238,0
1204,1204,Other,0.0,"{'downloads': '< 5k', 'revenue': '< $5k', 'revenueBreakdown': {'US': 0.17, 'AU': 0.02, 'BR': 0.03, 'CA': 0.03, 'FR': 0.03, 'DE': 0.04, 'GB': 0.06, 'JP': 0.17, 'KR': 0.03, 'MX': 0.01, 'ES': 0.02, 'IT': 0.03, 'RU': 0.04, 'HK': 0.02, 'ID': 0.02, 'SA': 0.05, 'SE': 0.03, 'TW': 0.05, 'Other': 0.15}, 'downloadBreakdown': {'US': 0.26, 'AU': 0.02, 'BR': 0.03, 'CA': 0.03, 'FR': 0.02, 'DE': 0.05, 'GB': 0.07, 'MX': 0.03, 'ES': 0.02, 'IT': 0.02, 'RU': 0.05, 'AT': 0.02, 'BE': 0.02, 'ID': 0.02, 'NL': 0.02, 'PL': 0.02, 'SA': 0.06, 'SE': 0.03, 'CH': 0.01, 'Other': 0.19}}",0,10000.0,US,My Town : Hotel,1.0,2.99,Israel,My Town Games Ltd,4.1523623,"[122, 31, 85, 128, 671]",1037.0,5000,5000,122,31,85,128,671,0.0,0.1176470588235294,0.2459016393442623,0.4937319189971071,3.2352941176470584,0.05978784956605593,4.152362584378014,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,8.517193191416238,1
1205,1205,Strategy,1.0,"{'downloads': '90k', 'revenue': '$500k', 'revenueBreakdown': {'US': 0.48, 'AU': 0.02, 'CA': 0.04, 'FR': 0.02, 'DE': 0.04, 'GB': 0.04, 'JP': 0.05, 'KR': 0.11, 'RU': 0.03, 'TW': 0.01, 'Other': 0.16}, 'downloadBreakdown': {'US': 0.14, 'BR': 0.07, 'FR': 0.02, 'DE': 0.02, 'GB': 0.02, 'KR': 0.06, 'MX': 0.01, 'IT': 0.02, 'RU': 0.09, 'EG': 0.01, 'IN': 0.14, 'ID': 0.06, 'PK': 0.01, 'PH': 0.02, 'TH': 0.04, 'TR': 0.03, 'UA': 0.02, 'Other': 0.21}}",1,1000000.0,IN,Iron Throne,1.0,0.0,South Korea,Netmarble,4.42227,"[2950, 844, 2368, 6288, 31439]",43889.0,500000,90000,2950,844,2368,6288,31439,0.0,0.06721501970881086,0.161862881359794,0.5730820934630545,3.5816491603818723,0.038460662124906016,4.422269817038439,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1000,13.122363377404328,0
1206,1206,Arcade,1.0,"{'downloads': '800k', 'revenue': '< $5k', 'revenueBreakdown': {'US': 0.34, 'AU': 0.04, 'BR': 0.03, 'CA': 0.03, 'FR': 0.04, 'DE': 0.05, 'GB': 0.09, 'JP': 0.06, 'KR': 0.02, 'IT': 0.02, 'RU': 0.02, 'HK': 0.01, 'NL': 0.02, 'SA': 0.03, 'TW': 0.07, 'Other': 0.14}, 'downloadBreakdown': {'US': 0.18, 'BR': 0.19, 'CA': 0.01, 'FR': 0.05, 'DE': 0.05, 'GB': 0.04, 'JP': 0.03, 'MX': 0.02, 'ES': 0.02, 'IT': 0.02, 'RU': 0.07, 'IN': 0.03, 'ID': 0.03, 'SA': 0.05, 'TH': 0.02, 'TR': 0.01, 'VN': 0.02, 'Other': 0.17}}",1,10000000.0,BR,Color Road,1.0,0.0,France,VOODOO,4.1064234,"[27470, 5418, 13697, 22889, 127954]",197428.0,5000,800000,27470,5418,13697,22889,127954,0.0,0.13913933180703852,0.2081315720161274,0.463743744554977,3.2405231274186037,0.05488583179690824,4.106423607593654,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,8.517193191416238,0
1207,1207,Arcade,0.0,"{'downloads': '< 5k', 'revenue': '$10k', 'revenueBreakdown': {'US': 0.17, 'AU': 0.04, 'BR': 0.02, 'CA': 0.03, 'FR': 0.07, 'DE': 0.15, 'GB': 0.11, 'KR': 0.02, 'MX': 0.03, 'ES': 0.02, 'IT': 0.02, 'RU': 0.03, 'AT': 0.02, 'NL': 0.02, 'PL': 0.03, 'SE': 0.01, 'CH': 0.02, 'Other': 0.18}, 'downloadBreakdown': {'US': 0.18, 'AU': 0.03, 'BR': 0.02, 'CA': 0.03, 'FR': 0.05, 'DE': 0.14, 'GB': 0.11, 'KR': 0.01, 'MX': 0.02, 'ES': 0.01, 'IT': 0.03, 'RU': 0.04, 'AT': 0.02, 'BE': 0.02, 'CZ': 0.01, 'NL': 0.03, 'PL': 0.03, 'SE': 0.01, 'CH': 0.02, 'TH': 0.02, 'Other': 0.15}}",1,1000000.0,US,Worms 3,1.0,4.99,Great Britain,Team 17 Digital Limited,4.1680984,"[5382, 2791, 6033, 14975, 39267]",68448.0,10000,5000,5382,2791,6033,14975,39267,0.0,0.07862903225806453,0.2644197054698457,0.8751168770453482,2.8683818373071532,0.08155095839177186,4.168098410472183,0,0,1,0,0,0,0,0,0,0,0,0,0,2,100,9.210340371976184,1
1208,1208,Card,1.0,"{'downloads': '200k', 'revenue': '$400k', 'revenueBreakdown': {'US': 0.68, 'AU': 0.04, 'CA': 0.04, 'GB': 0.1, 'MY': 0.05, 'Other': 0.09}, 'downloadBreakdown': {'US': 0.53, 'AU': 0.02, 'CA': 0.04, 'GB': 0.1, 'IT': 0.02, 'ID': 0.03, 'MY': 0.09, 'SA': 0.01, 'TH': 0.01, 'Other': 0.14}}",1,5000000.0,US,Gin Rummy Plus,1.0,0.0,US,Zynga,4.738153,"[8182, 3063, 11202, 43892, 346929]",413268.0,400000,200000,8182,3063,11202,43892,346929,0.0,0.019798290697561872,0.08131769215134005,0.4248284406244858,4.197385231859228,0.014823310781381572,4.738152966113999,0,0,0,0,1,0,0,0,0,0,0,0,0,3,1000,12.89921982609012,0
1209,1209,Casual,1.0,"{'downloads': '1000k', 'revenue': '< $5k', 'revenueBreakdown': {}, 'downloadBreakdown': {'US': 0.12, 'BR': 0.23, 'FR': 0.05, 'DE': 0.02, 'GB': 0.02, 'JP': 0.02, 'MX': 0.03, 'ES': 0.02, 'IT': 0.02, 'RU': 0.05, 'AR': 0.02, 'EG': 0.02, 'IN': 0.06, 'ID': 0.04, 'PL': 0.02, 'SA': 0.02, 'TH': 0.01, 'TR': 0.04, 'VN': 0.02, 'Other': 0.18}}",0,10000000.0,BR,Hair saloon - Spa salon,1.0,0.0,Bulgaria,Games from YovoGames !,4.0940813999999985,"[7291, 2070, 5559, 6680, 37094]",58694.0,5000,1000000,7291,2070,5559,6680,37094,0.0,0.12422053361502028,0.28413466453129793,0.4552424438613827,3.1599482059495014,0.0705353187719358,4.094081166729136,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,8.517193191416238,0
1210,1210,Puzzle,0.0,"{'downloads': '6k', 'revenue': '< $5k', 'revenueBreakdown': {'US': 0.14, 'AU': 0.03, 'BR': 0.09, 'CA': 0.04, 'FR': 0.03, 'DE': 0.05, 'GB': 0.07, 'JP': 0.04, 'KR': 0.1, 'MX': 0.04, 'ES': 0.01, 'IT': 0.04, 'RU': 0.05, 'HK': 0.02, 'IN': 0.03, 'ID': 0.02, 'SG': 0.01, 'CH': 0.01, 'TW': 0.02, 'TR': 0.02, 'Other': 0.11}, 'downloadBreakdown': {'US': 0.1, 'AU': 0.02, 'BR': 0.26, 'CA': 0.03, 'FR': 0.02, 'DE': 0.05, 'GB': 0.05, 'KR': 0.03, 'MX': 0.05, 'ES': 0.01, 'IT': 0.02, 'RU': 0.1, 'IN': 0.08, 'ID': 0.02, 'Other': 0.14}}",0,100000.0,BR,Agent A: A puzzle in disguise,1.0,1.29,Australia,Yak & Co,4.686111,"[1201, 291, 591, 2520, 25277]",29880.0,5000,6000,1201,291,591,2520,25277,0.0,0.040194109772423034,0.05933734939759036,0.3373493975903614,4.22975234270415,0.019477911646586344,4.686111111111111,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,8.517193191416238,1
